salary_usd,job_title,salary_local,experience_level,company_location,company_size,employee_residence,remote_ratio,education_required,years_experience,industry,job_description_length,benefits_score,company_name,employment_type_FL,employment_type_FT,employment_type_PT,salary_currency_CAD,salary_currency_CHF,salary_currency_EUR,salary_currency_GBP,salary_currency_JPY,salary_currency_SGD,salary_currency_USD,posting_duration,AWS,Azure,Computer Vision,Data Visualization,Deep Learning,Docker,GCP,Git,Hadoop,Java,Kubernetes,Linux,MLOps,Mathematics,NLP,PyTorch,Python,R,SQL,Scala,Spark,Statistics,Tableau,TensorFlow
109773,127497.96600947459,12075030,1.0,131226.80012226684,1.0,118197.84758255452,50,1.0,2,119905.16104714476,2433,5.7,120624.93089029983,False,True,False,False,False,False,False,True,False,False,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
81338,122840.68449392362,101673,0.0,113746.56958184903,2.0,114675.09254470286,0,1.0,1,123907.24640175262,550,7.2,118337.19699517907,True,False,False,True,False,False,False,False,False,False,66,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
147302,121065.5112363969,191493,2.0,129508.99829378532,1.0,127297.27498619958,0,0.0,5,121046.11303042462,1214,7.5,118326.856517193,False,False,True,False,False,False,False,False,True,False,51,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
89314,122840.68449392362,111643,1.0,113746.56958184903,2.0,119785.75976502732,0,3.0,3,125714.78119225723,590,9.3,118337.19699517907,False,False,True,True,False,False,False,False,False,False,47,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
131205,120265.20777809255,131205,2.0,124020.89985739283,2.0,121796.73522617208,0,0.0,8,121584.10820267188,1799,7.1,124593.67228891222,False,False,False,False,False,False,False,False,False,True,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
236960,123455.98514601345,201416,3.0,130864.89733244799,0.0,131432.81177962347,50,0.0,12,121880.94338928694,1716,9.1,124477.45845047,False,True,False,False,False,True,False,False,False,False,59,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
70521,122296.86371105073,59943,0.0,130864.89733244799,1.0,132829.18036015326,50,1.0,1,120812.53269133334,2406,9.2,118326.856517193,True,False,False,False,False,True,False,False,False,False,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22718,122861.90977390528,22718,0.0,43765.79305704856,1.0,57799.217178759194,100,3.0,1,122381.52114165043,2464,6.6,122187.41401641685,False,False,False,False,False,False,False,False,False,True,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
302715,118898.54564649124,302715,3.0,160774.44582168458,2.0,123773.50185760518,0,3.0,12,125714.78119225723,655,8.2,122130.72615279279,False,False,True,False,False,False,False,False,False,True,24,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
148771,127497.96600947459,148771,2.0,116306.61368095898,2.0,117272.31670919541,100,2.0,8,121046.11303042462,1688,9.1,125432.11887271449,True,False,False,False,False,False,False,False,False,True,50,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
168216,121638.74992410523,168216,2.0,141859.23520017072,1.0,143323.19758998937,50,1.0,6,120812.53269133334,1732,8.8,118337.19699517907,False,False,False,False,False,False,False,False,False,True,20,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
83184,122053.19618785496,83184,1.0,123530.21756312445,2.0,125832.35612855518,0,2.0,4,121127.23236765678,1248,8.2,122477.80073939395,True,False,False,False,False,False,False,False,False,True,66,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
98439,122549.92109788003,98439,2.0,97736.13775175439,2.0,100103.87447146118,100,0.0,8,120092.12278012821,1463,7.7,120624.93089029983,False,False,False,False,False,False,False,False,False,True,66,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
164239,123455.98514601345,164239,1.0,158360.08205671902,2.0,154729.955231694,0,1.0,4,119905.16104714476,802,8.3,124759.63652083334,False,False,True,False,False,False,False,False,False,True,52,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
96933,126003.42222540097,96933,0.0,160774.44582168458,2.0,132829.18036015326,50,1.0,1,120643.85162628206,1741,8.3,118326.856517193,False,False,True,False,False,False,False,False,False,True,28,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108451,117026.43936580967,108451,0.0,158360.08205671902,2.0,154729.955231694,0,1.0,0,122524.88981824348,620,9.0,120624.93089029983,False,False,False,False,False,False,False,False,False,True,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
63644,121027.37247892222,85919,0.0,125694.26679247017,0.0,124021.16862287905,100,2.0,0,120092.12278012821,886,6.7,121134.47297521816,False,False,True,False,False,False,False,False,False,False,39,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
199800,120419.97521352161,199800,2.0,160774.44582168458,2.0,154678.5805095472,100,3.0,8,125714.78119225723,716,6.2,122187.41401641685,False,False,True,False,False,False,False,False,False,True,51,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158584,121027.37247892222,158584,2.0,158360.08205671902,2.0,154729.955231694,100,0.0,8,121127.23236765678,1060,8.8,122130.72615279279,True,False,False,False,False,False,False,False,False,True,33,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
200639,120265.20777809255,200639,3.0,116649.10313411971,1.0,118453.39422916668,50,1.0,17,120367.39506170356,2424,6.2,120359.4648923503,False,True,False,False,False,False,False,False,False,True,53,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
76094,122296.86371105073,76094,3.0,57707.94469455337,1.0,69847.72777302799,50,3.0,19,123920.93793267975,612,9.8,122477.80073939395,False,True,False,False,False,False,False,False,False,True,70,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
24147,121065.5112363969,24147,1.0,43765.79305704856,0.0,57799.217178759194,50,1.0,3,122524.88981824348,950,9.5,123787.58394685504,False,True,False,False,False,False,False,False,False,True,32,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
50123,121065.5112363969,42605,0.0,114742.8815534925,1.0,115660.84975247011,50,3.0,1,120092.12278012821,540,5.5,122111.38418310913,False,False,True,False,False,True,False,False,False,False,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
110573,121027.37247892222,110573,2.0,97736.13775175439,2.0,100103.87447146118,0,0.0,7,122524.88981824348,798,5.2,121134.47297521816,False,False,False,False,False,False,False,False,False,True,42,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108897,122861.90977390528,108897,1.0,123530.21756312445,1.0,154678.5805095472,0,3.0,4,123920.93793267975,715,8.6,118326.856517193,False,False,False,False,False,False,False,False,False,True,57,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
330519,121638.74992410523,330519,3.0,160774.44582168458,2.0,154678.5805095472,50,2.0,11,122381.52114165043,544,5.8,122477.80073939395,False,False,True,False,False,False,False,False,False,True,27,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
64196,124380.2992305099,7061560,0.0,131226.80012226684,0.0,129291.17082945736,0,0.0,0,121880.94338928694,911,8.0,123787.58394685504,True,False,False,False,False,False,False,True,False,False,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
112869,117026.43936580967,112869,3.0,57707.94469455337,1.0,124788.16943961353,50,3.0,19,121880.94338928694,588,5.9,120359.4648923503,False,True,False,False,False,False,False,False,False,True,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
64664,121605.0716888889,54964,0.0,122934.0714931203,1.0,123778.5602185247,100,1.0,0,123920.93793267975,1161,7.8,121447.97372036037,True,False,False,False,False,True,False,False,False,False,58,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
175674,119771.69037790158,19324140,2.0,131226.80012226684,2.0,129660.4507294766,0,0.0,7,120092.12278012821,723,6.4,122187.41401641685,False,False,True,False,False,False,False,True,False,False,52,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
95581,117026.43936580967,124255,1.0,129508.99829378532,2.0,112923.80331060606,0,0.0,2,120092.12278012821,1006,9.8,118326.856517193,False,False,False,False,False,False,False,False,True,False,28,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
158682,121605.0716888889,134880,2.0,118315.33478882577,2.0,119785.75976502732,50,0.0,7,120812.53269133334,2434,6.5,118326.856517193,False,False,False,False,False,True,False,False,False,False,43,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
145879,122861.90977390528,189643,2.0,129508.99829378532,1.0,127297.27498619958,0,0.0,9,120367.39506170356,1866,6.5,119828.5926969697,False,False,True,False,False,False,False,False,True,False,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
196139,120419.97521352161,196139,3.0,116649.10313411971,0.0,154729.955231694,50,3.0,11,122381.52114165043,1979,9.4,122187.41401641685,False,False,False,False,False,False,False,False,False,True,44,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
334470,124380.2992305099,334470,3.0,158360.08205671902,2.0,154729.955231694,100,3.0,13,121880.94338928694,1594,7.8,123787.58394685504,True,False,False,False,False,False,False,False,False,True,15,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
87626,121180.10279150744,87626,1.0,124020.89985739283,0.0,121796.73522617208,100,3.0,3,125714.78119225723,2127,6.5,121447.97372036037,False,True,False,False,False,False,False,False,False,True,62,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
98110,122296.86371105073,98110,3.0,57707.94469455337,0.0,69847.72777302799,0,0.0,18,123907.24640175262,774,9.5,119828.5926969697,False,False,True,False,False,False,False,False,False,True,34,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
125951,121065.5112363969,157439,2.0,113746.56958184903,0.0,116869.57691333332,100,1.0,9,121046.11303042462,2495,7.2,121134.47297521816,False,False,True,True,False,False,False,False,False,False,57,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
86390,117026.43936580967,86390,2.0,97736.13775175439,1.0,129549.32338095238,0,1.0,6,123907.24640175262,1154,7.5,122111.38418310913,True,False,False,False,False,False,False,False,False,True,58,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
28282,127497.96600947459,28282,0.0,43765.79305704856,1.0,57799.217178759194,0,0.0,0,125714.78119225723,1646,5.6,122111.38418310913,False,True,False,False,False,False,False,False,False,True,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
145712,122840.68449392362,131141,1.0,172685.7496254045,1.0,122061.9581682848,50,1.0,2,121880.94338928694,1336,6.5,124593.67228891222,False,False,False,False,True,False,False,False,False,False,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
90645,122513.0502911138,77048,1.0,122934.0714931203,2.0,123778.5602185247,50,3.0,4,123907.24640175262,2137,8.3,125432.11887271449,False,False,False,False,False,True,False,False,False,False,48,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
82283,120265.20777809255,106968,0.0,129508.99829378532,1.0,127297.27498619958,0,0.0,1,119905.16104714476,1536,7.8,121447.97372036037,False,False,False,False,False,False,False,False,True,False,23,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
71045,122053.19618785496,71045,3.0,43765.79305704856,1.0,57799.217178759194,100,2.0,19,120092.12278012821,717,5.9,122111.38418310913,False,False,False,False,False,False,False,False,False,True,60,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
62430,122840.68449392362,62430,2.0,57707.94469455337,2.0,69847.72777302799,0,2.0,6,125714.78119225723,1617,9.3,121447.97372036037,False,False,False,False,False,False,False,False,False,True,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
106555,121638.74992410523,106555,2.0,116306.61368095898,0.0,117272.31670919541,0,3.0,9,121584.10820267188,2418,7.8,121134.47297521816,True,False,False,False,False,False,False,False,False,True,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
71729,121605.0716888889,71729,0.0,116306.61368095898,2.0,117272.31670919541,100,2.0,0,121127.23236765678,1129,7.5,125432.11887271449,False,False,True,False,False,False,False,False,False,True,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
50504,122053.19618785496,42928,0.0,114742.8815534925,0.0,115660.84975247011,100,2.0,0,120812.53269133334,808,9.4,124477.45845047,False,True,False,False,False,True,False,False,False,False,49,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
113850,122840.68449392362,153698,2.0,125694.26679247017,1.0,124021.16862287905,50,2.0,9,120092.12278012821,2066,9.5,120624.93089029983,False,False,False,False,False,False,False,False,False,False,69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
315569,122861.90977390528,315569,3.0,141859.23520017072,2.0,143323.19758998937,50,0.0,14,125714.78119225723,644,8.0,122130.72615279279,False,False,True,False,False,False,False,False,False,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1
235397,122513.0502911138,176548,3.0,130012.48368322718,2.0,118453.39422916668,0,2.0,15,120812.53269133334,503,8.8,122477.80073939395,False,True,False,False,False,False,True,False,False,False,68,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
126375,122513.0502911138,126375,1.0,158360.08205671902,2.0,126051.60082282282,50,2.0,4,120812.53269133334,1297,9.7,121134.47297521816,False,True,False,False,False,False,False,False,False,True,39,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
64708,122296.86371105073,84120,0.0,129508.99829378532,1.0,165815.62862215628,0,2.0,0,121046.11303042462,2203,8.8,120624.93089029983,False,False,False,False,False,False,False,False,True,False,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
128518,122296.86371105073,96389,2.0,130012.48368322718,1.0,128906.90555944799,100,1.0,7,120092.12278012821,2401,7.7,124477.45845047,False,False,True,False,False,False,True,False,False,False,36,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
103052,122549.92109788003,103052,2.0,97736.13775175439,1.0,118197.84758255452,0,0.0,9,120812.53269133334,1990,5.6,122130.72615279279,True,False,False,False,False,False,False,False,False,True,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
98700,127497.96600947459,83895,2.0,130864.89733244799,0.0,117272.31670919541,0,2.0,8,124127.19528382148,663,8.9,120624.93089029983,True,False,False,False,False,True,False,False,False,False,57,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
36797,121638.74992410523,36797,1.0,43765.79305704856,2.0,129549.32338095238,100,1.0,4,120367.39506170356,1780,8.4,121447.97372036037,False,False,False,False,False,False,False,False,False,True,51,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
171574,120265.20777809255,171574,3.0,97736.13775175439,0.0,100103.87447146118,50,2.0,10,121584.10820267188,1404,8.9,118337.19699517907,False,False,True,False,False,False,False,False,False,True,45,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0
156283,118898.54564649124,17191130,2.0,131226.80012226684,1.0,129660.4507294766,50,2.0,8,121127.23236765678,939,7.9,120624.93089029983,False,True,False,False,False,False,False,True,False,False,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
66972,121027.37247892222,7366920,0.0,131226.80012226684,2.0,126051.60082282282,50,0.0,0,122381.52114165043,769,8.7,122111.38418310913,False,True,False,False,False,False,False,True,False,False,38,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
122877,121180.10279150744,110589,1.0,172685.7496254045,1.0,165815.62862215628,50,3.0,2,121127.23236765678,1550,5.4,124477.45845047,False,True,False,False,True,False,False,False,False,False,68,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
245072,117026.43936580967,245072,3.0,141859.23520017072,2.0,143323.19758998937,100,2.0,15,125714.78119225723,1935,7.8,120359.4648923503,True,False,False,False,False,False,False,False,False,True,51,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
43038,127497.96600947459,43038,1.0,57707.94469455337,0.0,69847.72777302799,100,3.0,2,120812.53269133334,1670,8.3,122130.72615279279,False,True,False,False,False,False,False,False,False,True,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
111598,118898.54564649124,94858,1.0,114742.8815534925,2.0,115660.84975247011,0,0.0,4,122381.52114165043,2363,8.2,119828.5926969697,False,False,False,False,False,True,False,False,False,False,52,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
251849,122861.90977390528,27703390,3.0,131226.80012226684,2.0,129660.4507294766,0,3.0,15,124127.19528382148,2248,6.3,124759.63652083334,False,False,True,False,False,False,False,True,False,False,41,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110989,117026.43936580967,110989,1.0,160774.44582168458,1.0,112923.80331060606,0,3.0,3,120643.85162628206,1859,7.8,125432.11887271449,False,False,False,False,False,False,False,False,False,True,61,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
127024,127497.96600947459,127024,2.0,141859.23520017072,0.0,120554.7432690763,0,3.0,8,119905.16104714476,1861,7.6,120359.4648923503,False,False,False,False,False,False,False,False,False,True,42,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
332546,122296.86371105073,332546,3.0,158360.08205671902,2.0,154729.955231694,100,1.0,14,120367.39506170356,1609,8.8,122130.72615279279,True,False,False,False,False,False,False,False,False,True,53,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
133295,120265.20777809255,179948,2.0,125694.26679247017,1.0,124021.16862287905,0,2.0,5,122381.52114165043,2345,7.6,122187.41401641685,False,False,False,False,False,False,False,False,False,False,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
86259,121065.5112363969,107824,1.0,113746.56958184903,2.0,114675.09254470286,50,0.0,3,121046.11303042462,1409,6.3,119828.5926969697,False,False,True,True,False,False,False,False,False,False,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
110503,122296.86371105073,110503,1.0,160774.44582168458,1.0,154678.5805095472,0,0.0,3,121127.23236765678,1252,9.0,121447.97372036037,True,False,False,False,False,False,False,False,False,True,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
108797,122053.19618785496,92477,1.0,130864.89733244799,1.0,131432.81177962347,50,1.0,4,124127.19528382148,1802,8.4,125432.11887271449,False,False,False,False,False,True,False,False,False,False,56,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
184018,117026.43936580967,184018,3.0,97736.13775175439,2.0,100103.87447146118,0,2.0,17,121127.23236765678,1346,6.3,124759.63652083334,False,False,True,False,False,False,False,False,False,True,38,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
147794,121605.0716888889,192132,2.0,129508.99829378532,1.0,127297.27498619958,100,0.0,6,120643.85162628206,815,9.6,122130.72615279279,False,False,True,False,False,False,False,False,True,False,33,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
71774,118898.54564649124,7895140,1.0,131226.80012226684,0.0,129660.4507294766,50,3.0,3,120092.12278012821,1074,5.2,124593.67228891222,True,False,False,False,False,False,False,True,False,False,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
219834,122840.68449392362,186859,3.0,118315.33478882577,1.0,118605.80015427929,0,2.0,18,122524.88981824348,1865,6.1,122187.41401641685,False,False,True,False,False,True,False,False,False,False,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
186565,123455.98514601345,186565,3.0,97736.13775175439,1.0,100103.87447146118,100,3.0,17,120092.12278012821,538,5.1,124759.63652083334,True,False,False,False,False,False,False,False,False,True,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
27602,117026.43936580967,27602,0.0,57707.94469455337,1.0,69847.72777302799,0,1.0,1,121127.23236765678,885,6.1,124593.67228891222,False,True,False,False,False,False,False,False,False,True,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
57129,121027.37247892222,57129,0.0,116649.10313411971,0.0,118453.39422916668,50,3.0,1,120092.12278012821,1666,8.3,119828.5926969697,False,False,True,False,False,False,False,False,False,True,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
22217,119771.69037790158,22217,0.0,43765.79305704856,0.0,57799.217178759194,100,2.0,0,121127.23236765678,1760,9.9,122187.41401641685,False,True,False,False,False,False,False,False,False,True,32,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
67864,120265.20777809255,67864,3.0,57707.94469455337,0.0,126055.91049358973,0,0.0,19,122524.88981824348,501,7.2,125432.11887271449,False,False,True,False,False,False,False,False,False,True,46,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
84278,121065.5112363969,71636,0.0,122934.0714931203,2.0,123778.5602185247,50,3.0,0,121880.94338928694,1838,9.5,118326.856517193,False,True,False,False,False,True,False,False,False,False,67,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
116369,122549.92109788003,116369,2.0,97736.13775175439,1.0,100103.87447146118,0,0.0,5,125714.78119225723,2197,7.7,123787.58394685504,True,False,False,False,False,False,False,False,False,True,43,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
110779,120419.97521352161,110779,2.0,116649.10313411971,1.0,118453.39422916668,0,0.0,7,120643.85162628206,1776,6.2,124477.45845047,False,True,False,False,False,False,False,False,False,True,67,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
285402,122840.68449392362,285402,3.0,158360.08205671902,0.0,154729.955231694,50,1.0,11,121127.23236765678,1349,6.0,120359.4648923503,True,False,False,False,False,False,False,False,False,True,14,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
169619,122861.90977390528,169619,2.0,160774.44582168458,1.0,154678.5805095472,100,3.0,9,122381.52114165043,1063,9.2,120359.4648923503,False,True,False,False,False,False,False,False,False,True,45,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
119460,122840.68449392362,119460,3.0,97736.13775175439,0.0,100103.87447146118,50,2.0,16,120643.85162628206,1333,8.1,120359.4648923503,False,False,False,False,False,False,False,False,False,True,29,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
141162,127497.96600947459,141162,1.0,158360.08205671902,1.0,112517.86170037453,0,3.0,2,125714.78119225723,947,8.8,122130.72615279279,False,False,False,False,False,False,False,False,False,True,46,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
125984,120419.97521352161,125984,2.0,116649.10313411971,0.0,118453.39422916668,0,0.0,9,119905.16104714476,1335,8.0,122130.72615279279,False,False,True,False,False,False,False,False,False,True,63,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
121116,121027.37247892222,102949,2.0,114742.8815534925,2.0,115660.84975247011,50,1.0,8,121880.94338928694,2159,8.7,124593.67228891222,True,False,False,False,False,True,False,False,False,False,42,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
116096,121027.37247892222,150925,1.0,129508.99829378532,2.0,119674.65629078014,100,0.0,3,120367.39506170356,1044,5.0,125432.11887271449,False,False,False,False,False,False,False,False,True,False,41,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
120313,122053.19618785496,120313,2.0,124020.89985739283,1.0,121796.73522617208,50,3.0,6,122381.52114165043,1587,8.8,120624.93089029983,False,False,True,False,False,False,False,False,False,True,29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
136464,121605.0716888889,136464,2.0,124020.89985739283,2.0,121796.73522617208,100,2.0,9,124127.19528382148,1255,9.4,124759.63652083334,False,True,False,False,False,False,False,False,False,True,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
95934,121065.5112363969,95934,1.0,116649.10313411971,1.0,118453.39422916668,50,1.0,2,120643.85162628206,2205,9.7,125432.11887271449,False,True,False,False,False,False,False,False,False,True,21,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85570,121605.0716888889,77013,0.0,172685.7496254045,0.0,165815.62862215628,50,2.0,0,121584.10820267188,2114,6.6,125432.11887271449,False,True,False,False,True,False,False,False,False,False,25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
61645,121065.5112363969,83221,0.0,125694.26679247017,2.0,127297.27498619958,50,1.0,1,119905.16104714476,2038,5.6,121447.97372036037,False,False,False,False,False,False,False,False,False,False,16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
83872,122861.90977390528,71291,1.0,118315.33478882577,0.0,118605.80015427929,100,0.0,4,122381.52114165043,1490,8.8,120359.4648923503,True,False,False,False,False,True,False,False,False,False,17,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
102899,121180.10279150744,87464,1.0,118315.33478882577,2.0,118605.80015427929,50,3.0,3,121127.23236765678,2454,5.4,121447.97372036037,True,False,False,False,False,True,False,False,False,False,22,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
